Int1_Name,TS_Name,Int2_Name,Sub_Name,Int1_DeltaG,TS_DeltaG,Int2_DeltaG,Sub_DeltaG,Int1_kcalmol,TS_kcalmol,Int2_kcalmol,fw_td_kcalmol,fw_b_kcalmol,rv_b_kcalmol,Sub_Smiles,Sub_Smiles_minusH,Int1_SMILES,Int2_SMILES,Int1_to_Int2_SMILES,Substrate_SMILES,Substrate_mH_SMILES,Substrate_to_Substrate_mH_SMILES
Benzo13dioxol_H8_deriv1_Int1_Sub28,Benzo13dioxol_H8_deriv1_interpolation_Sub28_v2,Benzo13dioxol_H8_deriv1_Int2_Sub28,Benzo13dioxol_H8_deriv1_Int1_Sub28,-1621.44045,-1621.42446,-1621.442542,-1036.895887,-0.3413600001368877,9.692365000069572,-1.654089999961457,-1.312729999967246,10.033725000063782,11.346455000031028,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)cc2c(c->31)OC(C(C)(C)C)O2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)cc2c1OC(C(C)(C)C)O2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)cc2c(c->31)OC(C(C)(C)C)O2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)cc2c1OC(C(C)(C)C)O2,[c]1([H])[c]2[c]([c]([H])[c]([Cl])[c]1[H])[O][C]([H])([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[O]2,[C]1[C]2[C]([C]([H])[C]([Cl])[C]1[H])[O][C]([H])([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[O]2,[c]1([H])[c]2[c]([c]([H])[c]([Cl])[c]1[H])[O][C]([H])([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[O]2>>[C]1[C]2[C]([C]([H])[C]([Cl])[C]1[H])[O][C]([H])([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[O]2
Benzo13dioxol_H8_deriv1_Int1_Sub6,Benzo13dioxol_H8_deriv1_interpolation_Sub6_v2,Benzo13dioxol_H8_deriv1_Int2_Sub6,Benzo13dioxol_H8_deriv1_Int1_Sub6,-1503.66063,-1503.651566,-1503.669093,-919.124328,4.842417499972953,10.530077500023369,-0.4681149999595391,-5.310532499932492,5.687660000050414,10.998192499982906,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2c(cc(Cl)c->31C)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)c(Cl)cc2c1OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2c(cc(Cl)c->31C)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)c(Cl)cc2c1OCO2,[c]1([H])[c]2[c]([c]([H])[c]([Cl])[c]1[C]([H])([H])[H])[O][C]([H])([H])[O]2,[C]1[C]2[C]([C]([H])[C]([Cl])[C]1[C]([H])([H])[H])[O][C]([H])([H])[O]2,[c]1([H])[c]2[c]([c]([H])[c]([Cl])[c]1[C]([H])([H])[H])[O][C]([H])([H])[O]2>>[C]1[C]2[C]([C]([H])[C]([Cl])[C]1[C]([H])([H])[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H8_deriv1_Int1_Sub9,Benzo13dioxol_H8_deriv1_interpolation_Sub9_v2,Benzo13dioxol_H8_deriv1_Int2_Sub9,Benzo13dioxol_H8_deriv1_Int1_Sub9,-1801.274303,-1801.260287,-1801.281713,-1216.737265,4.380577500140248,13.175617499907162,-0.269197499962388,-4.649775000102636,8.79503999990959,13.444815000012229,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)c(C(F)(F)F)c2c(c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)c(C(F)(F)F)c2c1OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)c(C(F)(F)F)c2c(c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)c(C(F)(F)F)c2c1OCO2,[c]1([H])[c]2[c]([c]([C]([F])([F])[F])[c]([Cl])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]2[C]([C]([C]([F])([F])[F])[C]([Cl])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]2[c]([c]([C]([F])([F])[F])[c]([Cl])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]2[C]([C]([C]([F])([F])[F])[C]([Cl])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H8_Int1_Sub10,Benzo13dioxol_H8_interpolation_Sub10_v2,Benzo13dioxol_H8_Int2_Sub10,Benzo13dioxol_H8_Int1_Sub10,-1464.405762,-1464.39099,-1464.409478,-879.865,2.0437674999763544,11.313197499972318,-0.288022499986198,-2.3317899999625524,9.269429999995964,11.601219999958516,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)cc2c(c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)cc2c1OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)cc2c(c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)cc2c1OCO2,[c]1([H])[c]2[c]([c]([H])[c]([Cl])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]2[C]([C]([H])[C]([Cl])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]2[c]([c]([H])[c]([Cl])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]2[C]([C]([H])[C]([Cl])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H8_Int1_Sub22,Benzo13dioxol_H8_interpolation_Sub22_v2,Benzo13dioxol_H8_Int2_Sub22,Benzo13dioxol_H8_Int1_Sub22,-1044.19984,-1044.177549,-1044.194538,-459.649914,-3.706642499951301,10.280960000045951,-0.3796374999332386,3.3270050000180618,13.987602499997251,10.66059749997919,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31)OC(C)O2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc2c1OC(C)O2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31)OC(C)O2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc2c1OC(C)O2,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[O][C]([H])([C]([H])([H])[H])[O]2,[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[O][C]([H])([C]([H])([H])[H])[O]2,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[O][C]([H])([C]([H])([H])[H])[O]2>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[O][C]([H])([C]([H])([H])[H])[O]2
Benzo13dioxol_H8_Int1_Sub23,Benzo13dioxol_H8_interpolation_Sub23_v2,Benzo13dioxol_H8_Int2_Sub23,Benzo13dioxol_H8_Int1_Sub23,-1099.497284,-1099.474203,-1099.491537,-514.944798,-5.3130424999974935,9.170285000032266,-1.7068000000423922,3.606242499955101,14.48332750002976,10.877085000074658,,,CNC1Oc2cc3->[Pd+2]45(<-O=C->4(C)[O-]->5)(<-[O-]C(C)=O)<-c3cc2O1,CNC1Oc2ccc[c-](->[Pd+2]3(<-O=C(C)O)<-O=C(C)[O-]->3)c2O1,CNC1Oc2cc3->[Pd+2]45(<-O=C->4(C)[O-]->5)(<-[O-]C(C)=O)<-c3cc2O1>>CNC1Oc2ccc[c-](->[Pd+2]3(<-O=C(C)O)<-O=C(C)[O-]->3)c2O1,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[O][C]([H])([N]([H])[C]([H])([H])[H])[O]2,[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[O][C]([H])([N]([H])[C]([H])([H])[H])[O]2,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[O][C]([H])([N]([H])[C]([H])([H])[H])[O]2>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[O][C]([H])([N]([H])[C]([H])([H])[H])[O]2
Benzo13dioxol_H8_Int1_Sub5,Benzo13dioxol_H8_interpolation_Sub5_v2,Benzo13dioxol_H8_Int2_Sub5,Benzo13dioxol_H8_Int1_Sub5,-1122.695502,-1122.680601,-1122.696936,-538.151009,-0.2974349999624337,9.052942500043171,-1.1972699999734004,-0.8998350000109667,9.350377500005608,10.250212500016572,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2c(ccc->31C(C)C)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C(C)C)ccc2c1OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2c(ccc->31C(C)C)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C(C)C)ccc2c1OCO2,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[O][C]([H])([H])[O]2,[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[O][C]([H])([H])[O]2,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[O][C]([H])([H])[O]2>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub10,Benzo13dioxol_H9_interpolation_Sub10_v2,Benzo13dioxol_H9_Int2_Sub10,Benzo13dioxol_H9_Int1_Sub10,-1464.406354,-1464.392455,-1464.407753,-879.864999,1.6716600000597737,10.393282500083387,0.7937875000646955,-0.8778724999950782,8.721622500023614,9.599495000018692,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31Cl)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(cc1Cl)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31Cl)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(cc1Cl)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[Cl])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([H])[C]1[Cl])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[Cl])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([H])[C]1[Cl])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub14,Benzo13dioxol_H9_interpolation_Sub14_v2,Benzo13dioxol_H9_Int2_Sub14,Benzo13dioxol_H9_Int1_Sub14,-1044.192325,-1044.172682,-1044.18573,-459.643779,-2.84069249996179,9.485290000093016,1.2976700000766073,4.138362500038397,12.325982500054806,8.187620000016409,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31C)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(cc1C)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31C)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(cc1C)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[C]([H])([H])[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([H])[C]1[C]([H])([H])[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[C]([H])([H])[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([H])[C]1[C]([H])([H])[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub17,Benzo13dioxol_H9_interpolation_Sub17_v2,Benzo13dioxol_H9_Int2_Sub17,Benzo13dioxol_H9_Int1_Sub17,-1341.809761,-1341.788763,-1341.806872,-757.265235,-0.3181424999814908,12.858102499995423,1.4947049999358342,1.812847499917325,13.176244999976916,11.363397500059593,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C(F)(F)F)c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C(F)(F)F)c1)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C(F)(F)F)c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C(F)(F)F)c1)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([C]([F])([F])[F])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([C]([F])([F])[F])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([C]([F])([F])[F])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([C]([F])([F])[F])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub18,Benzo13dioxol_H9_interpolation_Sub18_v2,Benzo13dioxol_H9_Int2_Sub18,Benzo13dioxol_H9_Int1_Sub18,-1464.410419,-1464.388911,-1464.406685,-879.863251,-1.97599750000478,11.520272500020212,0.367087500071932,2.3430850000767123,13.496270000024992,11.15318499994828,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(Cl)c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)c2c(c1)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(Cl)c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(Cl)c2c(c1)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([Cl])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([Cl])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([Cl])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([Cl])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub19,Benzo13dioxol_H9_interpolation_Sub19_v2,Benzo13dioxol_H9_Int2_Sub19,Benzo13dioxol_H9_Int1_Sub19,-1239.291576,-1239.267177,-1239.283354,-654.735882,-7.326062500051478,7.984310000030348,-2.1667574999511885,5.159305000100289,15.310372500081826,10.151067499981536,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C4CCCCC4)c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C3CCCCC3)c1)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C4CCCCC4)c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C3CCCCC3)c1)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub20,Benzo13dioxol_H9_interpolation_Sub20_v2,Benzo13dioxol_H9_Int2_Sub20,Benzo13dioxol_H9_Int1_Sub20,-1161.957801,-1161.934009,-1161.949889,-577.4058,-5.008704999981148,9.92077499999226,-0.0439249999604385,4.96478000002071,14.92947999997341,9.9646999999527,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C(C)(C)C)c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C(C)(C)C)c1)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C(C)(C)C)c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C(C)(C)C)c1)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub21,Benzo13dioxol_H9_interpolation_Sub21_v2,Benzo13dioxol_H9_Int2_Sub21,Benzo13dioxol_H9_Int1_Sub21,-1122.70466,-1122.680522,-1122.696772,-538.152203,-5.294845000043438,9.851749999952515,-0.345124999984705,4.949720000058733,15.146594999995957,10.196874999937222,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C(C)C)c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C(C)C)c1)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C(C)C)c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc2c(c(C(C)C)c1)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub22,Benzo13dioxol_H9_interpolation_Sub22_v2,Benzo13dioxol_H9_Int2_Sub22,Benzo13dioxol_H9_Int1_Sub22,-1044.195345,-1044.172742,-1044.188441,-459.645374,-3.734880000022685,10.448502500050978,0.597380000025538,4.332260000048223,14.183382500073662,9.85112250002544,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C)c->31)OCO2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(C)c2c(c1)OCO2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(c(C)c->31)OCO2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(C)c2c(c1)OCO2,[c]1([H])[c]([H])[c]2[c]([c]([C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub23,Benzo13dioxol_H9_interpolation_Sub23_v2,Benzo13dioxol_H9_Int2_Sub23,Benzo13dioxol_H9_Int1_Sub23,-1099.492488,-1099.466322,-1099.482571,-514.937004,-7.194287500027485,9.22487750003711,-0.9713699999730352,6.22291750005445,16.419165000064595,10.196247500010143,,,CNc1c2c(ccc1->[Pd+2]13(<-O=C->1(C)[O-]->3)<-[O-]C(C)=O)OCO2,CNc1c[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)cc2c1OCO2,CNc1c2c(ccc1->[Pd+2]13(<-O=C->1(C)[O-]->3)<-[O-]C(C)=O)OCO2>>CNc1c[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)cc2c1OCO2,[c]1([H])[c]([H])[c]2[c]([c]([N]([H])[C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([N]([H])[C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([N]([H])[C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([N]([H])[C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub24,Benzo13dioxol_H9_interpolation_Sub24_v2,Benzo13dioxol_H9_Int2_Sub24,Benzo13dioxol_H9_Int1_Sub24,-1119.345525,-1119.321793,-1119.339148,-534.79665,-3.0471399999399296,11.84468999998586,0.9544275000158108,4.0015674999557405,14.89182999992579,10.89026249997005,,,COc1c2c(cc3->[Pd+2]45(<-O=C->4(C)[O-]->5)(<-[O-]C(C)=O)<-c13)OCO2,COc1c[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)cc2c1OCO2,COc1c2c(cc3->[Pd+2]45(<-O=C->4(C)[O-]->5)(<-[O-]C(C)=O)<-c13)OCO2>>COc1c[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)cc2c1OCO2,[c]1([H])[c]([H])[c]2[c]([c]([O][C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2,[C]1[C]([H])[C]2[C]([C]([O][C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([O][C]([H])([H])[H])[c]1[H])[O][C]([H])([H])[O]2>>[C]1[C]([H])[C]2[C]([C]([O][C]([H])([H])[H])[C]1[H])[O][C]([H])([H])[O]2
Benzo13dioxol_H9_Int1_Sub25,Benzo13dioxol_H9_interpolation_Sub25_v2,Benzo13dioxol_H9_Int2_Sub25,Benzo13dioxol_H9_Int1_Sub25,-1341.809331,-1341.788554,-1341.806159,-757.264544,-0.4819199999246848,12.555647500045666,1.5085100000436569,1.9904299999683417,13.03756749997035,11.047137500002007,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1cc3c(cc->21)OC(C(F)(F)F)O3,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc2c(c1)OC(C(F)(F)F)O2,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1cc3c(cc->21)OC(C(F)(F)F)O3>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc2c(c1)OC(C(F)(F)F)O2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[H])[O][C]([H])([C]([F])([F])[F])[O]2,[C]1[C]([H])[C]2[C]([C]([H])[C]1[H])[O][C]([H])([C]([F])([F])[F])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[H])[O][C]([H])([C]([F])([F])[F])[O]2>>[C]1[C]([H])[C]2[C]([C]([H])[C]1[H])[O][C]([H])([C]([F])([F])[F])[O]2
Benzo13dioxol_H9_Int1_Sub26,Benzo13dioxol_H9_interpolation_Sub26_v2,Benzo13dioxol_H9_Int2_Sub26,Benzo13dioxol_H9_Int1_Sub26,-1464.417939,-1464.398145,-1464.416687,-879.872227,-1.0623574999573293,11.358377499929588,-0.2767274999433766,0.7856300000139527,12.420734999886918,11.635104999872963,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1cc3c(cc->21)OC(Cl)O3,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc2c(c1)OC(Cl)O2,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1cc3c(cc->21)OC(Cl)O3>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc2c(c1)OC(Cl)O2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[H])[O][C]([H])([Cl])[O]2,[C]1[C]([H])[C]2[C]([C]([H])[C]1[H])[O][C]([H])([Cl])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[H])[O][C]([H])([Cl])[O]2>>[C]1[C]([H])[C]2[C]([C]([H])[C]1[H])[O][C]([H])([Cl])[O]2
Benzo13dioxol_H9_Int1_Sub27,Benzo13dioxol_H9_interpolation_Sub27_v2,Benzo13dioxol_H9_Int2_Sub27,Benzo13dioxol_H9_Int1_Sub27,-1239.296268,-1239.273487,-1239.289056,-654.741957,-6.458230000031051,7.836847500045962,-1.9327000000427568,4.525529999988294,14.295077500077014,9.76954750008872,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31)OC(C1CCCCC1)O2,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc2c(c1)OC(C1CCCCC1)O2,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc2c(cc->31)OC(C1CCCCC1)O2>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc2c(c1)OC(C1CCCCC1)O2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[H])[O][C]([H])([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[O]2,[C]1[C]([H])[C]2[C]([C]([H])[C]1[H])[O][C]([H])([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[O]2,[c]1([H])[c]([H])[c]2[c]([c]([H])[c]1[H])[O][C]([H])([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[O]2>>[C]1[C]([H])[C]2[C]([C]([H])[C]1[H])[O][C]([H])([C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[O]2
