Int2_Name,C-Index,H-Index,BDE_kcalmol,Int1_Name,appearance_index,count,substructure,count_substructure,appearance_index_substructure,apperance_index_substructure
aa121_opt_C3_H14,2,13,117.4714989399979,aa121_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub22_C9_H11,8,10,118.57277336251629,2Propen1amine_RH_Sub22,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Ethene_RH_Sub16_C3_H5,2,4,113.60114357249952,Ethene_RH_Sub16,3,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa292_opt_C3_H7,2,6,117.77067650750864,aa292_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Styrene_RH_Sub15_C12_H15,11,14,119.6078565749886,Styrene_RH_Sub15,4,7,"{'first layer': ['C', 'C'], 'second layer': ['Cl']}",92,1,1
Azulene_RH_Sub29_C7_H13,6,12,121.87997822747889,Azulene_RH_Sub29,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa87_opt_C2_H7,1,6,117.8093072900282,aa87_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa264_plan_opt_C7_H16,6,15,116.61368322255498,aa264_plan_opt,5,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa310_plan_opt_C15_H32,14,31,117.51923412004174,aa310_plan_opt,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Toluene_RH_Sub6_C3_H7,2,6,117.10223401498212,Toluene_RH_Sub6,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzamide_o_N_RH_Sub1_C9_H13,8,12,118.22741744251246,Benzamide_o_N_RH_Sub1,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub15_C10_H11,9,10,118.15023494245764,Naphtalene_2_RH_Sub15,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzoicacid_RH_Sub8_C8_H12,7,11,118.62158533251544,Benzoicacid_RH_Sub8,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa20_opt_C30_H35,29,34,117.78220242753493,aa20_opt,10,15,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_gamma_RH_Sub15_C11_H12,10,11,114.47052223253196,3Buten1amine_gamma_RH_Sub15,2,2,"{'first layer': ['Cl', 'C'], 'second layer': []}",14,1,1
Cyclopentene_RH_Sub29_C4_H6,3,5,119.4178571049892,Cyclopentene_RH_Sub29,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub32_C11_H20,10,19,117.68964304001642,Benzeneethaneamine_o_RH_Sub32,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1ol_RH_Sub39_C8_H13,7,12,117.776140777506,3Buten1ol_RH_Sub39,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
5Hexen1thiol_RH_Sub7_C6_H7,5,6,115.6133967674856,5Hexen1thiol_RH_Sub7,1,2,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
3Buten1thiol_RH_Sub8_C6_H7,5,6,117.1306390574938,3Buten1thiol_RH_Sub8,2,2,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
5Hexen1ol_RH_Sub2_C8_H19,7,18,117.41732811999228,5Hexen1ol_RH_Sub2,1,2,"{'first layer': ['F', 'C'], 'second layer': []}",15,1,1
5Hexen1amine_RH_Sub23_C7_H8,6,7,113.61356116996802,5Hexen1amine_RH_Sub23,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1thiol_RH_Sub16_C5_H6,4,5,118.18572445995358,2Ethen1thiol_RH_Sub16,1,2,"{'first layer': ['C'], 'second layer': ['S']}",16,1,1
2Ethen1ol_RH_C5_H7,4,6,120.73329225749076,2Ethen1ol_RH,3,3,"{'first layer': ['C'], 'second layer': ['O']}",40,1,1
Ethene_RH_Sub22_C3_H4,2,3,116.11425283500792,Ethene_RH_Sub22,2,3,"{'first layer': ['F', 'C'], 'second layer': []}",15,1,1
2Ethen1thiol_RH_Sub3_C3_H4,2,3,114.31668872500865,2Ethen1thiol_RH_Sub3,2,2,"{'first layer': ['C', 'S'], 'second layer': []}",8,1,1
aa325_opt_C14_H26,13,25,118.02521372499086,aa325_opt,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
4Penten1amine_RH_Sub17_C7_H8,6,7,117.36251724997828,4Penten1amine_RH_Sub17,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Azulene_RH_Sub13_C2_H5,1,4,115.13151065248792,Azulene_RH_Sub13,5,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa104_plan_opt_C16_H21,15,20,117.26909818745554,aa104_plan_opt,6,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa268_plan_opt_C10_H22,9,21,120.03527506244497,aa268_plan_opt,4,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa225_plan_opt_C8_H19,7,18,118.61433331501956,aa225_plan_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub10_C4_H18,3,17,117.62438304000284,Naphtalene_2_RH_Sub10,6,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa195_opt_C11_H24,10,23,119.98118079752146,aa195_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': ['N', 'F']}",0,1,1
aa110_plan_opt_C5_H10,4,9,117.07419480495388,aa110_plan_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub12_C11_H15,10,14,122.24659886749436,Azulene_RH_Sub12,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_RH_Sub25_C9_H10,8,9,117.64477804504509,3Buten1amine_RH_Sub25,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
5Hexen1ol_RH_Sub43_C8_H19,7,18,118.90847519499488,5Hexen1ol_RH_Sub43,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa106_opt_C2_H7,1,6,116.77207300747595,aa106_opt,1,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
2Phenylpyridine_RH_Sub3_C17_H20,16,19,117.47331053252964,2Phenylpyridine_RH_Sub3,8,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa330_opt_C9_H14,8,13,119.19802503002272,aa330_opt,5,9,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Benzeneethaneamine_o_RH_Sub40_C16_H19,15,18,117.53494860250214,Benzeneethaneamine_o_RH_Sub40,1,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa191_opt_C7_H32,6,31,117.75388899983908,aa191_opt,1,6,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Styrene_RH_Sub12_C7_H11,6,10,118.06042463250832,Styrene_RH_Sub12,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Thiobenzoicacid_RH_Sub11_C6_H15,5,14,117.73913333751152,Thiobenzoicacid_RH_Sub11,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub10_C16_H19,15,18,117.0839323500239,Benzeneethaneamine_o_RH_Sub10,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1amine_RH_Sub17_C9_H10,8,9,119.30285266999292,5Hexen1amine_RH_Sub17,2,2,"{'first layer': ['C'], 'second layer': ['N']}",76,1,1
aa232_opt_C14_H19,13,18,119.16350249000205,aa232_opt,5,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_RH_Sub35_C7_H8,6,7,114.64096064501577,3Buten1amine_RH_Sub35,2,3,"{'first layer': ['C', 'C'], 'second layer': ['Cl']}",92,1,1
aa277_opt_C8_H18,7,17,117.44647361252063,aa277_opt,1,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa121_opt_C2_H15,1,14,117.44637634997916,aa121_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa328_plan_opt_C8_H13,7,12,117.74099889504328,aa328_plan_opt,6,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa315_opt_C9_H19,8,18,117.73954623249664,aa315_opt,1,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Toluene_RH_Sub11_C6_H9,5,8,118.1086329475066,Toluene_RH_Sub11,3,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa226_plan_opt_C7_H17,6,16,116.38823564997836,aa226_plan_opt,1,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1amine_RH_Sub29_C7_H8,6,7,113.29892890499607,5Hexen1amine_RH_Sub29,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1ol_RH_Sub20_C5_H6,4,5,122.77109725249544,2Ethen1ol_RH_Sub20,2,2,"{'first layer': ['C'], 'second layer': ['N', 'O']}",0,1,1
aa294_plan_opt_C2_H18,1,17,117.272418290014,aa294_plan_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa96_opt_C4_H9,3,8,117.60346532749536,aa96_opt,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1thiol_RH_Sub21_C5_H7,4,6,118.90226921999414,2Ethen1thiol_RH_Sub21,1,3,"{'first layer': ['C'], 'second layer': ['S']}",16,1,1
aa150_plan_opt_C1_H17,0,16,118.21037077747974,aa150_plan_opt,4,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Cyclopentene_RH_Sub30_C1_H7,0,6,120.78736455998602,Cyclopentene_RH_Sub30,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1amine_RH_Sub14_C6_H8,5,7,122.12099532999724,2Ethen1amine_RH_Sub14,2,2,"{'first layer': ['C'], 'second layer': ['O', 'N']}",2,1,1
Naphtalene_2_RH_Sub20_C10_H11,9,10,117.76265768498943,Naphtalene_2_RH_Sub20,2,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa214_opt_C12_H18,11,17,117.39113250497836,aa214_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Cyclopentene_RH_Sub1_C3_H11,2,10,122.54292507501889,Cyclopentene_RH_Sub1,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub10_C10_H11,9,10,117.7690180249985,Naphtalene_2_RH_Sub10,3,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa325_plan_opt_C5_H18,4,17,118.03053492493176,aa325_plan_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1thiol_RH_Sub9_C5_H7,4,6,114.8871634074638,2Ethen1thiol_RH_Sub9,1,2,"{'first layer': ['C', 'C'], 'second layer': ['S']}",19,1,1
aa285_plan_opt_C1_H25,0,24,119.58088787998209,aa285_plan_opt,13,15,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa9_opt_C14_H18,13,17,111.42438497751002,aa9_opt,2,9,"{'first layer': ['C', 'N'], 'second layer': []}",0,1,1
5Hexen1amine_RH_Sub41_C7_H8,6,7,114.8217408849925,5Hexen1amine_RH_Sub41,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub20_C11_H15,10,14,121.98407671252696,Azulene_RH_Sub20,5,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa326_plan_opt_C9_H14,8,13,118.00536590001172,aa326_plan_opt,6,9,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Benzamide_o_N_RH_Sub29_C10_H14,9,13,116.98337735752602,Benzamide_o_N_RH_Sub29,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa215_plan_opt_C9_H24,8,23,119.38968674749248,aa215_plan_opt,1,3,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
aa85_opt_C16_H20,15,19,116.53091910999537,aa85_opt,4,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub25_C7_H8,6,7,117.0943934025044,2Propen1amine_RH_Sub25,3,3,"{'first layer': ['C', 'C'], 'second layer': ['Cl', 'N']}",2,1,1
aa261_plan_opt_C5_H12,4,11,111.0869161049922,aa261_plan_opt,4,8,"{'first layer': ['C', 'N'], 'second layer': []}",0,1,1
Toluene_RH_Sub6_C4_H15,3,14,117.10240030250702,Toluene_RH_Sub6,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1thiol_RH_Sub41_C6_H7,5,6,115.5404091049769,5Hexen1thiol_RH_Sub41,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa104_opt_C6_H11,5,10,118.50571431994524,aa104_opt,1,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa189_opt_C6_H14,5,13,120.2578549599582,aa189_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': ['F']}",84,1,1
Benzamide_o_N_RH_Sub6_C12_H15,11,14,117.52693228999206,Benzamide_o_N_RH_Sub6,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa197_opt_C9_H23,8,22,117.8202138675411,aa197_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa158_plan_opt_C6_H12,5,11,117.5750088299928,aa158_plan_opt,1,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethanamine_o_RH_Sub7_C14_H18,13,17,117.49861572500777,Benzeneethanamine_o_RH_Sub7,2,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
4Penten1amine_RH_Sub6_C7_H17,6,16,117.80230313497924,4Penten1amine_RH_Sub6,1,2,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa212_plan_opt_C10_H15,9,14,117.55834243000491,aa212_plan_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub10_C9_H10,8,9,118.27759046001056,2Propen1amine_RH_Sub10,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa126_plan_opt_C7_H17,6,16,117.5578216050198,aa126_plan_opt,5,6,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
4Penten1amine_RH_Sub27_C7_H8,6,7,117.80212555250245,4Penten1amine_RH_Sub27,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa138_opt_C12_H27,11,26,118.01909057997024,aa138_opt,3,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa336_plan_opt_C8_H13,7,12,117.41860320002644,aa336_plan_opt,4,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub20_C14_H18,13,17,116.81117378751878,Benzeneethaneamine_o_RH_Sub20,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Styrene_RH_Sub12_C6_H9,5,8,120.0218465625288,Styrene_RH_Sub12,1,7,"{'first layer': ['C', 'C'], 'second layer': ['F']}",84,1,1
3Buten1thiol_RH_Sub1_C8_H13,7,12,115.10783131250832,3Buten1thiol_RH_Sub1,1,2,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa246_opt_C1_H21,0,20,117.70264734999556,aa246_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub28_C14_H18,13,17,119.86772879747974,Benzeneethaneamine_o_RH_Sub28,1,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Toluene_RH_Sub8_C3_H7,2,6,119.58933277498971,Toluene_RH_Sub8,1,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
3Buten1amine_gamma_RH_Sub37_C10_H14,9,13,115.23393684999348,3Buten1amine_gamma_RH_Sub37,3,3,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
3Buten1thiol_RH_Sub19_C8_H9,7,8,117.98301686001736,3Buten1thiol_RH_Sub19,1,2,"{'first layer': ['C'], 'second layer': []}",656,1,1
3Buten1ol_RH_Sub27_C6_H7,5,6,112.89504543251184,3Buten1ol_RH_Sub27,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethanamine_o_RH_Sub11_C14_H18,13,17,117.94542333497888,Benzeneethanamine_o_RH_Sub11,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1thiol_RH_Sub25_C8_H9,7,8,117.94413445001936,3Buten1thiol_RH_Sub25,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
5Hexen1amine_RH_Sub7_C9_H20,8,19,116.78583157250416,5Hexen1amine_RH_Sub7,1,2,"{'first layer': ['N', 'C'], 'second layer': []}",64,1,1
Azulene_RH_Sub4_C2_H5,1,4,114.67845126000114,Azulene_RH_Sub4,5,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1thiol_RH_Sub33_C8_H19,7,18,117.9228440025301,5Hexen1thiol_RH_Sub33,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzoicacid_RH_Sub22_C6_H15,5,14,118.7802374125161,Benzoicacid_RH_Sub22,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Thiobenzoicacid_RH_Sub25_C7_H10,6,9,120.00254779991452,Thiobenzoicacid_RH_Sub25,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa182_plan_opt_C6_H13,5,12,119.64696614000984,aa182_plan_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': ['Cl']}",92,1,1
3Buten1amine_gamma_RH_Sub18_C10_H14,9,13,115.14118105498326,3Buten1amine_gamma_RH_Sub18,2,2,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
3Buten1amine_RH_Sub31_C9_H14,8,13,118.47093011251658,3Buten1amine_RH_Sub31,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa335_plan2_opt_C6_H11,5,10,117.17088188744384,aa335_plan2_opt,2,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa86_plan_opt_C15_H19,14,18,117.8282810075487,aa86_plan_opt,4,7,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Benzeneethaneamine_o_RH_Sub5_C16_H19,15,18,117.8373496374519,Benzeneethaneamine_o_RH_Sub5,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Styrene_RH_Sub11_C1_H2,0,1,117.6416160724908,Styrene_RH_Sub11,7,7,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzeneethaneamine_o_RH_Sub10_C13_H17,12,16,118.31472465500212,Benzeneethaneamine_o_RH_Sub10,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1amine_RH_Sub10_C6_H8,5,7,119.48879409749765,2Ethen1amine_RH_Sub10,3,3,"{'first layer': ['C'], 'second layer': ['N']}",76,1,1
Benzeneethanamine_o_RH_Sub35_C12_H15,11,14,117.4291119424663,Benzeneethanamine_o_RH_Sub35,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub17_C12_H16,11,15,119.67457049249988,Azulene_RH_Sub17,6,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1thiol_RH_Sub22_C6_H7,5,6,113.86466533501618,3Buten1thiol_RH_Sub22,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa296_opt_C1_H31,0,30,117.52261697243596,aa296_opt,1,2,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1thiol_RH_Sub37_C6_H7,5,6,113.4021005725009,5Hexen1thiol_RH_Sub37,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa98_opt_C6_H11,5,10,116.99942065000472,aa98_opt,3,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa280_plan_opt_C12_H26,11,25,117.40533094749168,aa280_plan_opt,7,9,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Cyclopentene_RH_Sub8_C2_H5,1,4,120.55477164501596,Cyclopentene_RH_Sub8,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub21_C13_H17,12,16,118.81532972250368,Benzeneethaneamine_o_RH_Sub21,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa79_plan_opt_C16_H20,15,19,110.41361676250077,aa79_plan_opt,7,8,"{'first layer': ['N', 'C'], 'second layer': []}",64,1,1
Naphtalene_2_RH_Sub3_C6_H8,5,7,117.94097687002562,Naphtalene_2_RH_Sub3,1,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa103_plan_opt_C17_H22,16,21,117.45949047250974,aa103_plan_opt,5,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub19_C4_H18,3,17,116.90594009249024,Naphtalene_2_RH_Sub19,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Ethene_RH_Sub3_C3_H4,2,3,119.21231383250785,Ethene_RH_Sub3,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Thiobenzoicacid_RH_Sub13_C8_H12,7,11,118.70192227491884,Thiobenzoicacid_RH_Sub13,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa168_opt_C24_H14,23,13,113.12298982750748,aa168_opt,4,10,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa7_opt_C17_H22,16,21,118.6444721400298,aa7_opt,5,9,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa241_plan_opt_C12_H17,11,16,114.43298580999596,aa241_plan_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa291_opt_C3_H13,2,12,117.76704704751154,aa291_opt,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Toluene_RH_Sub15_C5_H8,4,7,117.7397175400398,Toluene_RH_Sub15,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub16_C1_H18,0,17,115.24691794250415,Azulene_RH_Sub16,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1thiol_RH_Sub33_C6_H7,5,6,114.07131300751756,5Hexen1thiol_RH_Sub33,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1thiol_RH_Sub26_C8_H13,7,12,117.68154515244164,3Buten1thiol_RH_Sub26,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa79_opt_C6_H11,5,10,118.5140487749794,aa79_opt,7,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa173_opt_C7_H29,6,28,119.95372139749662,aa173_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa301_plan_opt_C4_H30,3,29,118.50478687497996,aa301_plan_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1ol_RH_Sub44_C6_H7,5,6,113.49884412999998,5Hexen1ol_RH_Sub44,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa70_opt_C4_H7,3,6,123.74116205250316,aa70_opt,1,7,"{'first layer': ['C', 'N'], 'second layer': []}",0,1,1
5Hexen1amine_RH_Sub27_C7_H8,6,7,113.54408185998878,5Hexen1amine_RH_Sub27,3,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1amine_RH_Sub8_C7_H8,6,7,116.53512022251078,5Hexen1amine_RH_Sub8,1,2,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Ethene_RH_Sub20_C3_H4,2,3,117.14726579949624,Ethene_RH_Sub20,1,4,"{'first layer': ['C'], 'second layer': []}",656,1,1
5Hexen1thiol_RH_Sub38_C8_H19,7,18,118.00636864503672,5Hexen1thiol_RH_Sub38,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
5Hexen1amine_RH_Sub18_C9_H20,8,19,121.38072918751148,5Hexen1amine_RH_Sub18,1,2,"{'first layer': ['C'], 'second layer': ['N']}",76,1,1
aa296_opt_C29_H30,28,29,117.47516793243364,aa296_opt,2,2,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa70_opt_C10_H15,9,14,117.27293095751406,aa70_opt,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub30_C9_H11,8,10,118.38315604000611,2Propen1amine_RH_Sub30,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
3Buten1amine_RH_Sub17_C9_H14,8,13,121.56964559251492,3Buten1amine_RH_Sub17,2,2,"{'first layer': ['C'], 'second layer': ['N']}",76,1,1
Benzoicacid_RH_Sub8_C6_H15,5,14,119.09833849750754,Benzoicacid_RH_Sub8,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Ethene_RH_Sub18_C3_H5,2,4,121.48296776246808,Ethene_RH_Sub18,1,3,"{'first layer': ['N', 'C'], 'second layer': []}",64,1,1
3Buten1amine_gamma_RH_Sub38_C11_H13,10,12,117.89699288501126,3Buten1amine_gamma_RH_Sub38,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzamide_o_N_RH_Sub20_C9_H13,8,12,117.30085094248338,Benzamide_o_N_RH_Sub20,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzamide_o_N_RH_Sub13_C7_H16,6,15,116.79569963751362,Benzamide_o_N_RH_Sub13,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa285_plan_opt_C13_H40,12,39,116.94252585252116,aa285_plan_opt,9,15,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethanamine_o_RH_Sub31_C14_H18,13,17,117.55880050497596,Benzeneethanamine_o_RH_Sub31,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub24_C14_H15,13,14,117.45539666250096,Naphtalene_2_RH_Sub24,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_gamma_RH_Sub38_C11_H12,10,11,118.1039417575019,3Buten1amine_gamma_RH_Sub38,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa271_plan_opt_C3_H14,2,13,118.5037527550014,aa271_plan_opt,5,8,"{'first layer': ['C', 'C'], 'second layer': ['Cl']}",92,1,1
aa299_plan_opt_C6_H18,5,17,117.38992958750146,aa299_plan_opt,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa216_plan_opt_C1_H21,0,20,119.01921012002134,aa216_plan_opt,1,3,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa149_plan_opt_C12_H23,11,22,117.77877313998972,aa149_plan_opt,5,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa98_plan_opt_C20_H25,19,24,120.13854587500704,aa98_plan_opt,3,9,"{'first layer': ['C', 'C'], 'second layer': ['S']}",19,1,1
Azulene_RH_Sub26_C12_H16,11,15,120.07779885499232,Azulene_RH_Sub26,7,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa6_plan_opt_C8_H21,7,20,118.19772728000146,aa6_plan_opt,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
