Int2_Name,C-Index,H-Index,BDE_kcalmol,Int1_Name,appearance_index,count,substructure,count_substructure,appearance_index_substructure,apperance_index_substructure
3Buten1ol_RH_Sub5_C8_H13,7,12,114.76632824252904,3Buten1ol_RH_Sub5,1,2,"{'first layer': ['Cl', 'C'], 'second layer': []}",14,1,1
Ethene_RH_Sub19_C1_H2,0,1,117.67263904499616,Ethene_RH_Sub19,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa326_plan_opt_C24_H29,23,28,119.55901574000931,aa326_plan_opt,3,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub1_C7_H13,6,12,123.58506264247296,Azulene_RH_Sub1,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa271_plan_opt_C11_H20,10,19,118.58337936749764,aa271_plan_opt,8,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Benzeneethanamine_o_RH_Sub37_C11_H20,10,19,117.90235549997789,Benzeneethanamine_o_RH_Sub37,1,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub20_C16_H19,15,18,117.74788068749515,Benzeneethaneamine_o_RH_Sub20,4,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Thiobenzoicacid_RH_Sub17_C7_H10,6,9,120.12690261243762,Thiobenzoicacid_RH_Sub17,3,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Benzeneethanamine_o_RH_Sub30_C14_H18,13,17,117.1521886624889,Benzeneethanamine_o_RH_Sub30,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa285_opt_C13_H21,12,20,117.24949383254112,aa285_opt,8,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1amine_RH_Sub44_C9_H10,8,9,117.6383706424987,5Hexen1amine_RH_Sub44,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa6_opt_C15_H26,14,25,118.08262683755744,aa6_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
4Penten1amine_RH_Sub23_C9_H10,8,9,113.0373304299981,4Penten1amine_RH_Sub23,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa248_opt_C11_H26,10,25,117.60609141497412,aa248_opt,2,2,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa339_plan_opt_C17_H22,16,21,116.92666202499936,aa339_plan_opt,4,8,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
2Phenylpyridine_RH_C15_H19,14,18,117.55733905752224,2Phenylpyridine_RH,8,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Styrene_RH_Sub27_C8_H13,7,12,117.9344514974784,Styrene_RH_Sub27,1,7,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
5Hexen1thiol_RH_Sub40_C8_H9,7,8,117.80854111249823,5Hexen1thiol_RH_Sub40,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
3Buten1amine_RH_Sub38_C9_H10,8,9,117.43744263250464,3Buten1amine_RH_Sub38,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
3Buten1amine_RH_Sub37_C9_H14,8,13,118.32613887999683,3Buten1amine_RH_Sub37,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa261_plan_opt_C20_H23,19,22,117.0458230199472,aa261_plan_opt,2,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub7_C7_H8,6,7,117.10164290999116,2Propen1amine_RH_Sub7,1,2,"{'first layer': ['C', 'C'], 'second layer': ['N', 'N']}",21,1,1
Benzamide_o_N_RH_Sub26_C9_H13,8,12,117.56708852500182,Benzamide_o_N_RH_Sub26,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa127_opt_C20_H21,19,20,117.56805048249448,aa127_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa286_plan_opt_C14_H25,13,24,118.61433519749966,aa286_plan_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa62_plan_opt_C6_H11,5,10,117.3858207174736,aa62_plan_opt,1,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
5Hexen1ol_RH_C8_H19,7,18,118.28715356001707,5Hexen1ol_RH,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzeneethanamine_o_RH_Sub5_C11_H20,10,19,117.40886063497383,Benzeneethanamine_o_RH_Sub5,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa322_plan_opt_C8_H21,7,20,118.41921595499798,aa322_plan_opt,1,1,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
2Propen1ol_RH_Sub26_C8_H10,7,9,119.03896507500173,2Propen1ol_RH_Sub26,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa304_plan_opt_C6_H18,5,17,116.70981622255482,aa304_plan_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethanamine_o_RH_Sub11_C12_H15,11,14,117.47983966996571,Benzeneethanamine_o_RH_Sub11,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa58_plan_opt_C3_H8,2,7,117.44943353000023,aa58_plan_opt,3,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Thiobenzoicacid_RH_Sub10_C11_H14,10,13,117.058376157525,Thiobenzoicacid_RH_Sub10,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_RH_Sub38_C9_H14,8,13,118.17145761998589,3Buten1amine_RH_Sub38,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa232_opt_C6_H20,5,19,111.9759505750102,aa232_opt,9,9,"{'first layer': ['C', 'N'], 'second layer': []}",0,1,1
Thiobenzoicacid_RH_Sub33_C6_H15,5,14,118.07491172489392,Thiobenzoicacid_RH_Sub33,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub21_C3_H9,2,8,118.38862344750596,Naphtalene_2_RH_Sub21,5,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_RH_Sub28_C7_H8,6,7,113.76866661998731,3Buten1amine_RH_Sub28,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethanamine_o_RH_Sub31_C11_H20,10,19,117.56054432747533,Benzeneethanamine_o_RH_Sub31,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub1_C2_H5,1,4,114.56426696749917,Azulene_RH_Sub1,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_C8_H14,7,13,114.3028661550153,Azulene_RH,6,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa326_plan2_opt_C6_H11,5,10,117.26368349000468,aa326_plan2_opt,4,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Cyclopentene_RH_Sub9_C2_H5,1,4,119.666840947489,Cyclopentene_RH_Sub9,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa38_opt_C11_H16,10,15,117.41689389001876,aa38_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa334_plan_opt_C5_H10,4,9,117.75313035251486,aa334_plan_opt,6,9,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa195_opt_C9_H23,8,22,120.21070963002558,aa195_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': ['F']}",84,1,1
aa268_opt_C8_H19,7,18,117.4587876724516,aa268_opt,4,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Benzeneethanamine_o_RH_Sub14_C14_H18,13,17,116.91306786498032,Benzeneethanamine_o_RH_Sub14,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa324_opt_C17_H39,16,38,117.36352250497674,aa324_opt,3,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa334_plan2_opt_C6_H11,5,10,117.34208333999078,aa334_plan2_opt,1,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub2_C12_H13,11,12,119.9947473474758,Naphtalene_2_RH_Sub2,7,7,"{'first layer': ['C', 'C'], 'second layer': ['F']}",84,1,1
Benzamide_o_N_RH_Sub21_C7_H16,6,15,117.07276849748524,Benzamide_o_N_RH_Sub21,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1ol_RH_Sub7_C8_H19,7,18,116.29174560250917,5Hexen1ol_RH_Sub7,1,2,"{'first layer': ['N', 'C'], 'second layer': []}",64,1,1
Benzoicacid_RH_Sub20_C7_H10,6,9,119.92844758004338,Benzoicacid_RH_Sub20,2,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa139_plan_opt_C7_H18,6,17,117.82147890750308,aa139_plan_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Styrene_RH_Sub20_C8_H13,7,12,117.53594507252215,Styrene_RH_Sub20,4,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Ethene_RH_Sub3_C3_H5,2,4,119.44093153498116,Ethene_RH_Sub3,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa225_plan_opt_C5_H16,4,15,117.61946469501056,aa225_plan_opt,1,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub4_C14_H18,13,17,117.34785320250224,Benzeneethaneamine_o_RH_Sub4,2,4,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
4Penten1amine_RH_Sub33_C9_H10,8,9,113.25210987500128,4Penten1amine_RH_Sub33,3,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub19_C10_H11,9,10,115.09913165248406,Naphtalene_2_RH_Sub19,1,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa49_opt_C5_H18,4,17,120.00896336005296,aa49_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Toluene_RH_Sub22_C4_H12,3,11,118.03246636998011,Toluene_RH_Sub22,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub20_C3_H9,2,8,117.76851351498352,Naphtalene_2_RH_Sub20,7,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa57_opt_C5_H10,4,9,115.44347667001348,aa57_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa320_opt_C10_H26,9,25,117.74588649250404,aa320_opt,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
4Penten1amine_RH_Sub13_C9_H10,8,9,113.62026412502772,4Penten1amine_RH_Sub13,2,2,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Toluene_RH_Sub18_C6_H9,5,8,118.27553728001902,Toluene_RH_Sub18,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1ol_RH_Sub35_C8_H13,7,12,118.39388691748668,3Buten1ol_RH_Sub35,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa271_plan_opt_C12_H19,11,18,110.90919680996107,aa271_plan_opt,3,8,"{'first layer': ['N', 'C'], 'second layer': []}",64,1,1
3Buten1thiol_RH_Sub10_C6_H7,5,6,113.74865752746588,3Buten1thiol_RH_Sub10,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_gamma_RH_Sub36_C11_H13,10,12,117.30713033501026,3Buten1amine_gamma_RH_Sub36,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzoicacid_RH_Sub14_C8_H12,7,11,117.58622853001155,Benzoicacid_RH_Sub14,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Thiobenzoicacid_RH_Sub40_C6_H15,5,14,116.12077946250622,Thiobenzoicacid_RH_Sub40,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa321_opt_C11_H28,10,27,117.33143654751274,aa321_opt,3,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub1_C14_H18,13,17,119.0034322600178,Benzeneethaneamine_o_RH_Sub1,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1thiol_RH_Sub35_C6_H7,5,6,115.57824610004444,3Buten1thiol_RH_Sub35,1,3,"{'first layer': ['C', 'C'], 'second layer': ['Cl']}",92,1,1
Cyclopentene_RH_Sub24_C1_H7,0,6,122.78444166748044,Cyclopentene_RH_Sub24,1,3,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
3Buten1thiol_RH_Sub4_C8_H13,7,12,113.75857139999027,3Buten1thiol_RH_Sub4,1,2,"{'first layer': ['O', 'C'], 'second layer': []}",17,1,1
aa117_opt_C2_H7,1,6,118.122483127529,aa117_opt,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa222_opt_C3_H17,2,16,102.87807468246996,aa222_opt,4,10,"{'first layer': ['N', 'C'], 'second layer': []}",64,1,1
aa51_opt_C3_H8,2,7,117.72088563751764,aa51_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub1_C3_H17,2,16,114.8397601749764,Azulene_RH_Sub1,2,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa241_opt_C3_H20,2,19,117.42014371250008,aa241_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzamide_o_N_RH_Sub12_C8_H11,7,10,122.18743063747652,Benzamide_o_N_RH_Sub12,3,4,"{'first layer': ['C', 'C'], 'second layer': ['F']}",84,1,1
aa266_plan_opt_C9_H12,8,11,118.87547496999758,aa266_plan_opt,3,7,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
Styrene_RH_Sub1_C3_H4,2,3,116.08205016249414,Styrene_RH_Sub1,6,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa278_opt_C12_H21,11,20,117.7258140224751,aa278_opt,1,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa170_opt_C7_H20,6,19,100.4859769124488,aa170_opt,2,5,"{'first layer': ['C', 'N'], 'second layer': []}",0,1,1
2Phenylpyridine_RH_Sub3_C5_H6,4,5,116.63659638500462,2Phenylpyridine_RH_Sub3,6,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_RH_Sub22_C9_H14,8,13,118.0717899125213,3Buten1amine_RH_Sub22,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzoicacid_RH_Sub39_C11_H14,10,13,117.2557864025535,Benzoicacid_RH_Sub39,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa279_plan_opt_C10_H25,9,24,118.04571164001489,aa279_plan_opt,7,10,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1ol_RH_Sub13_C5_H7,4,6,120.7514081825228,2Ethen1ol_RH_Sub13,2,2,"{'first layer': ['C'], 'second layer': ['O']}",40,1,1
Naphtalene_2_RH_Sub25_C14_H15,13,14,117.74393371246732,Naphtalene_2_RH_Sub25,6,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa268_opt_C7_H18,6,17,117.0763948199442,aa268_opt,8,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1amine_RH_Sub36_C9_H20,8,19,117.97567762001648,5Hexen1amine_RH_Sub36,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
5Hexen1ol_RH_Sub16_C8_H9,7,8,117.96261306999668,5Hexen1ol_RH_Sub16,2,2,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa264_opt_C10_H22,9,21,117.65415603245827,aa264_opt,8,8,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
aa247_opt_C7_H12,6,11,118.72508455501617,aa247_opt,5,6,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub14_C14_H15,13,14,117.49712478497358,Naphtalene_2_RH_Sub14,2,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa268_plan_opt_C7_H18,6,17,117.090098792479,aa268_plan_opt,2,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa266_opt_C8_H13,7,12,118.76841907744335,aa266_opt,1,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Styrene_RH_Sub2_C10_H14,9,13,118.34413934500148,Styrene_RH_Sub2,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa268_plan_opt_C1_H20,0,19,118.85680307999536,aa268_plan_opt,7,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzamide_o_N_RH_Sub31_C12_H15,11,14,118.54092083500916,Benzamide_o_N_RH_Sub31,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa55_opt_C3_H8,2,7,117.53053037499996,aa55_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa79_opt_C4_H9,3,8,117.37879020748936,aa79_opt,6,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub36_C11_H20,10,19,117.46988563747364,Benzeneethaneamine_o_RH_Sub36,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa329_plan2_opt_C17_H22,16,21,118.15866038502833,aa329_plan2_opt,2,9,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
aa87_opt_C4_H9,3,8,117.84704639506089,aa87_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa267_plan_opt_C8_H16,7,15,117.7788760500428,aa267_plan_opt,6,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa120_plan_opt_C6_H11,5,10,118.40783059498337,aa120_plan_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa67_plan_opt_C1_H16,0,15,118.16166422750712,aa67_plan_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub8_C6_H8,5,7,118.07721465000868,Naphtalene_2_RH_Sub8,2,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub32_C9_H10,8,9,118.33364817250065,2Propen1amine_RH_Sub32,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Benzoicacid_RH_Sub38_C11_H14,10,13,118.67591302753851,Benzoicacid_RH_Sub38,1,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa99_plan_opt_C2_H7,1,6,118.57405659999984,aa99_plan_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Cyclopentene_RH_Sub18_C1_H7,0,6,121.31205370498506,Cyclopentene_RH_Sub18,3,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa146_plan_opt_C1_H13,0,12,118.26310713249596,aa146_plan_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Toluene_RH_Sub13_C6_H9,5,8,117.98357847249918,Toluene_RH_Sub13,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa97_opt_C20_H25,19,24,120.34094097996643,aa97_opt,8,8,"{'first layer': ['C', 'C'], 'second layer': ['F']}",84,1,1
aa236_opt_C6_H13,5,12,117.64450194504008,aa236_opt,1,1,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethaneamine_o_RH_Sub37_C11_H20,10,19,117.90235549997789,Benzeneethaneamine_o_RH_Sub37,3,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa285_plan_opt_C18_H32,17,31,117.56563021497924,aa285_plan_opt,4,15,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1ol_RH_Sub30_C8_H13,7,12,117.2468966100068,3Buten1ol_RH_Sub30,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
3Buten1ol_RH_C8_H9,7,8,117.62317259249856,3Buten1ol_RH,2,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Naphtalene_2_RH_Sub10_C3_H9,2,8,117.76214815499188,Naphtalene_2_RH_Sub10,4,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa330_plan2_opt_C19_H24,18,23,117.7237489199848,aa330_plan2_opt,7,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa261_plan_opt_C13_H21,12,20,116.12429408993364,aa261_plan_opt,3,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzoicacid_RH_Sub14_C11_H14,10,13,117.83321754999122,Benzoicacid_RH_Sub14,1,4,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
aa304_opt_C2_H10,1,9,117.12331424998295,aa304_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_gamma_RH_Sub29_C10_H14,9,13,114.21204180498208,3Buten1amine_gamma_RH_Sub29,2,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1amine_RH_Sub35_C9_H14,8,13,118.43755213255491,3Buten1amine_RH_Sub35,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa338_plan_opt_C3_H8,2,7,117.66851699746496,aa338_plan_opt,5,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1thiol_RH_Sub47_C6_H7,5,6,113.43926112251694,5Hexen1thiol_RH_Sub47,3,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa168_opt_C21_H11,20,10,113.35933393748915,aa168_opt,1,10,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1ol_RH_Sub23_C8_H19,7,18,117.80340941747936,5Hexen1ol_RH_Sub23,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa110_plan_opt_C3_H8,2,7,117.56090890497204,aa110_plan_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub5_C4_H9,3,8,115.64200386500062,Azulene_RH_Sub5,3,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Propen1amine_RH_Sub27_C7_H8,6,7,114.84570009000862,2Propen1amine_RH_Sub27,3,3,"{'first layer': ['C', 'C'], 'second layer': ['N', 'N']}",21,1,1
2Phenylpyridine_RH_Sub3_C3_H4,2,3,116.37478455998009,2Phenylpyridine_RH_Sub3,4,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa250_plan_opt_C10_H16,9,15,117.837842852515,aa250_plan_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Naphtalene_2_RH_Sub26_C4_H18,3,17,117.34846878001974,Naphtalene_2_RH_Sub26,1,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa91_plan_opt_C3_H8,2,7,117.69287152750934,aa91_plan_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzoicacid_RH_Sub9_C8_H12,7,11,118.19057315246909,Benzoicacid_RH_Sub9,2,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
5Hexen1amine_RH_Sub26_C9_H20,8,19,118.56524461748634,5Hexen1amine_RH_Sub26,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
3Buten1thiol_RH_Sub29_C8_H9,7,8,117.7997335225453,3Buten1thiol_RH_Sub29,1,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
aa275_plan_opt_C8_H17,7,16,114.8485012499907,aa275_plan_opt,2,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
2Propen1thiol_RH_Sub14_C8_H9,7,8,121.05693353999698,2Propen1thiol_RH_Sub14,2,2,"{'first layer': ['C'], 'second layer': ['O']}",40,1,1
aa285_opt_C5_H31,4,30,117.61565326001175,aa285_opt,3,9,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Benzeneethanamine_o_RH_Sub40_C13_H17,12,16,117.07618523502047,Benzeneethanamine_o_RH_Sub40,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa79_opt_C2_H7,1,6,118.51416486250017,aa79_opt,5,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Thiobenzoicacid_RH_Sub39_C11_H14,10,13,117.38977020254625,Thiobenzoicacid_RH_Sub39,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa261_opt_C1_H24,0,23,116.9125144099479,aa261_opt,1,8,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa95_plan_opt_C2_H7,1,6,118.06712821502572,aa95_plan_opt,3,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa194_opt_C1_H19,0,18,119.16298292000364,aa194_opt,2,3,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Styrene_RH_Sub18_C6_H9,5,8,120.36962400503457,Styrene_RH_Sub18,2,7,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
Styrene_RH_Sub7_C12_H15,11,14,117.3945799899738,Styrene_RH_Sub7,1,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa324_opt_C18_H40,17,39,116.42470908748436,aa324_opt,5,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa220_opt_C8_H14,7,13,118.08104114499088,aa220_opt,4,4,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa291_opt_C2_H14,1,13,117.75399943995524,aa291_opt,2,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
3Buten1thiol_RH_Sub14_C8_H9,7,8,119.79428996253404,3Buten1thiol_RH_Sub14,1,2,"{'first layer': ['C'], 'second layer': ['O']}",40,1,1
Cyclopentene_RH_Sub16_C3_H11,2,10,120.77420776751433,Cyclopentene_RH_Sub16,3,3,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
Azulene_RH_Sub19_C11_H15,10,14,121.96307303250124,Azulene_RH_Sub19,5,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
2Ethen1ol_RH_Sub14_C5_H6,4,5,140.35845515749514,2Ethen1ol_RH_Sub14,2,2,"{'first layer': ['C'], 'second layer': ['O', 'O']}",2,1,1
aa214_plan_opt_C11_H19,10,18,117.80957899750832,aa214_plan_opt,2,4,"{'first layer': ['C', 'C'], 'second layer': ['O']}",198,1,1
3Buten1amine_gamma_RH_Sub39_C11_H13,10,12,117.72081159248032,3Buten1amine_gamma_RH_Sub39,3,3,"{'first layer': ['C'], 'second layer': []}",656,1,1
Naphtalene_2_RH_Sub16_C6_H8,5,7,117.46791528751572,Naphtalene_2_RH_Sub16,4,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa272_plan_opt_C8_H13,7,12,116.37116827748628,aa272_plan_opt,7,8,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa310_plan_opt_C4_H24,3,23,117.85199862498018,aa310_plan_opt,2,7,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
aa125_plan_opt_C10_H19,9,18,116.21355973000732,aa125_plan_opt,2,6,"{'first layer': ['C', 'C'], 'second layer': ['N']}",667,1,1
aa119_opt_C2_H7,1,6,116.56252063751737,aa119_opt,4,5,"{'first layer': ['C', 'C'], 'second layer': []}",3450,1,1
