3.804801799294839970e+00 -1.266501631595751576e+00
2.954694441497519808e+00 2.459094721918411608e+00
3.613823353774579861e+00 2.599650853345602641e+00
3.832899798458190066e+00 -1.685276159858908329e+00
2.119242190292180084e+00 1.951787656202643717e+00
2.188382042016619788e+00 -6.599386275859089324e-01
3.329484795914849915e+00 4.144032252624073820e+00
3.160804856166549826e+00 3.551919520505322225e+00
3.825691759303570194e+00 1.651139028687396149e+00
2.929254824603659824e+00 4.875977293142419455e-02
2.975396873293469913e+00 -2.640656468619781094e+00
3.266125497338300043e+00 2.804954522891442537e+00
4.033402375852459976e+00 5.504774562315976283e+00
3.865840487045820062e+00 -1.400039792565131336e+00
2.902038936202589792e+00 -1.540299365383157593e+00
3.470226276786709807e+00 2.097717025966204574e+00
3.938361482852879902e+00 1.028453328190956029e+00
2.859092272329339934e+00 3.525564479689407449e+00
3.858519547037440045e+00 4.637859482017354651e-01
4.758709704565339926e+00 7.652643376169621092e-01
4.390535767909089948e+00 4.983403300038631301e-01
4.202866653178680245e+00 6.083528380138503167e-01
3.960105317606379849e+00 -1.346627910112790261e+00
4.033570025707209794e+00 4.846360619149230331e-01
4.109195146679150312e+00 3.587069506930706808e+00
4.661137440015090228e+00 -2.647391688964933820e+00
2.532066524273429931e+00 5.798038977230461910e-01
3.154201490143179853e+00 7.959196448557808168e-01
3.543956401877919937e+00 7.976447251195466492e-01
4.739951235278679675e+00 1.300568530798535960e+00
4.190922740758879605e+00 2.006527930926772285e+00
2.473006926756310175e+00 7.710628564413610775e-01
3.533104610674330015e+00 1.900819564499272474e+00
3.604433904114740184e+00 4.247498627927672743e-01
4.585028805868690327e+00 -3.603968028566633564e+00
3.257177781446430220e+00 -2.789883036229738877e-01
2.427620964714769958e+00 -1.442883783511049955e+00
3.143178793077590072e+00 -7.825492648991634326e-01
5.041331303264599661e+00 1.410147729803725269e+00
3.953487554845410035e+00 -7.676267520395754218e-01
2.479188228741460165e+00 5.292765736439250190e+00
3.556093172061740137e+00 5.101181494708594499e+00
3.849414875940659897e+00 -2.268365045117910483e+00
4.362394529396429910e+00 -7.437175594660949685e-02
3.456666702181570017e+00 8.869905888186302434e-02
3.902852170398849907e+00 1.318658166154101252e+00
4.277864399392299788e+00 1.496451017694903740e+00
2.940620371439290004e+00 -1.761381807990645143e-01
3.733595550348169922e+00 1.622025139043838493e+00
2.867158038368990081e+00 6.693679361528708682e+00
3.647282471963739781e+00 -4.126754006132529184e-01
4.544773665630580162e+00 -5.642305129381846029e-01
3.443114364368530023e+00 4.983309942979321505e-01
3.772150679758460079e+00 -1.093023551424874285e+00
3.621837839082460153e+00 -1.006187886426452849e-01
4.065244633665029639e+00 9.085747945217743649e-01
