3.804801799294839970e+00 2.579871933748098201e+00
2.954694441497519808e+00 1.434184559550001126e+00
3.613823353774579861e+00 2.617519620903369315e+00
3.832899798458190066e+00 3.703560417192989007e+00
2.119242190292180084e+00 -2.088526610756282764e-01
2.188382042016619788e+00 -2.752973775231012610e+00
3.329484795914849915e+00 3.894156625396380633e+00
3.160804856166549826e+00 6.368172739611392963e+00
3.825691759303570194e+00 -2.409313248651820061e+00
2.929254824603659824e+00 2.070521444141668610e-01
2.975396873293469913e+00 5.731391547779555395e+00
3.266125497338300043e+00 -1.049230949348391562e+00
4.033402375852459976e+00 6.392226265196612189e+00
3.865840487045820062e+00 -3.385031153604131759e+00
2.902038936202589792e+00 3.644745165735692183e-01
3.470226276786709807e+00 3.188097100979447873e+00
3.938361482852879902e+00 5.658162037943306188e-01
2.859092272329339934e+00 1.700446741780060833e+00
3.858519547037440045e+00 5.869793851391484907e-01
4.758709704565339926e+00 3.566782913954664735e-01
4.390535767909089948e+00 2.952102670644549676e-01
4.202866653178680245e+00 -1.143223055257195142e+00
3.960105317606379849e+00 3.865273809556040163e-01
4.033570025707209794e+00 -2.730687497976077793e+00
4.109195146679150312e+00 6.049433150345350896e+00
4.661137440015090228e+00 -2.177301139420830367e+00
2.532066524273429931e+00 -4.529797885538853208e-01
3.154201490143179853e+00 8.165479864532603216e-01
3.543956401877919937e+00 6.377888221111156497e-01
4.739951235278679675e+00 -8.146366990285827114e-01
4.190922740758879605e+00 1.464447801178977215e+00
2.473006926756310175e+00 -4.498622154245346394e-01
3.533104610674330015e+00 -6.498286417999246112e-01
3.604433904114740184e+00 -1.127001376748145489e+00
4.585028805868690327e+00 5.630175652310335010e+00
3.257177781446430220e+00 -2.932717608767074324e+00
2.427620964714769958e+00 1.480806962538849803e-01
3.143178793077590072e+00 6.316305599201044174e-02
5.041331303264599661e+00 3.043299976318586175e+00
3.953487554845410035e+00 1.612637658503029314e+00
2.479188228741460165e+00 1.893353586952549961e+00
3.556093172061740137e+00 2.588083506860908045e+00
3.849414875940659897e+00 8.146028535220679601e-01
4.362394529396429910e+00 3.345333447671183791e-01
3.456666702181570017e+00 4.044276508453137353e-01
3.902852170398849907e+00 -1.521172682339141602e+00
4.277864399392299788e+00 -6.341213313969813470e-01
2.940620371439290004e+00 2.285269483323379092e+00
3.733595550348169922e+00 -4.902767013127196094e-01
2.867158038368990081e+00 6.284938078732224653e+00
3.647282471963739781e+00 5.295980772184307739e+00
4.544773665630580162e+00 -1.234103629791126977e+00
3.443114364368530023e+00 1.626418356404712995e+00
3.772150679758460079e+00 -1.193376515436590068e+00
3.621837839082460153e+00 -1.098377276598046848e+00
4.065244633665029639e+00 1.106454470655529931e+00
2.777522045226449965e+00 -5.666074885717907961e+00
3.963958382104669997e+00 1.942172247667986795e+00
2.980695025024400202e+00 -7.216950524173082471e-01
3.955588765423439845e+00 1.454295488621937693e+00
4.606360422779859576e+00 -4.621778811875412174e+00
